endpoint,model,fraction,n_train,seed,noise_type,noise_level,arm,R2,RMSE,MSE,MAE,Pearson,Spearman,CCC
HLM,LightGBM,1.0,2468,0,systematic_bias,10.0,base,-0.317442368205781,0.7020825146527085,0.4929198573810706,0.5895839543021382,0.6423589612203732,0.6512101006436676,0.4325191252017289
HLM,LightGBM,1.0,2468,1,systematic_bias,10.0,base,-0.2735268323079201,0.6902817539104686,0.4764888997817127,0.5829875177732761,0.6526916954544187,0.6724544243345638,0.4468784431371445
HLM,LightGBM,1.0,2468,2,systematic_bias,10.0,base,-0.3113126821500591,0.7004473148983952,0.4906264409483716,0.591031205374577,0.6414595143034294,0.6568821128389268,0.4305347766377048
HLM,LightGBM,1.0,2468,3,systematic_bias,10.0,base,-0.3041446953359195,0.6985302751036232,0.4879445452363435,0.5939778031796634,0.6679186340388521,0.663287248203045,0.4474309998216649
HLM,LightGBM,1.0,2468,4,systematic_bias,10.0,base,-0.2500483412417846,0.6838892043440199,0.4677044438182967,0.5797927372015531,0.6198467514446925,0.6263923799612853,0.4328837207320571
HLM,LightGBM,1.0,2468,0,gross_errors,0.01,base,0.5010837934128267,0.4320521293552175,0.1866690424803776,0.3407083577026267,0.7082611268189514,0.7163138855529237,0.6708472840600045
HLM,LightGBM,1.0,2468,1,gross_errors,0.01,base,0.5200100088979789,0.4237780271119987,0.1795878162629379,0.336732406198512,0.7212891275591347,0.7276058745494959,0.6807832034563834
HLM,LightGBM,1.0,2468,2,gross_errors,0.01,base,0.5106470180227769,0.4278913071532041,0.1830909707372777,0.3408381681365752,0.7149531957056401,0.7234875456360313,0.6759976501201503
HLM,LightGBM,1.0,2468,3,gross_errors,0.01,base,0.4977248037043456,0.4335041007975708,0.1879258054083104,0.3501475736149482,0.7063012304787196,0.7129462134736697,0.6637714926060346
HLM,LightGBM,1.0,2468,4,gross_errors,0.01,base,0.4946717853741286,0.434819605612315,0.1890680894248491,0.349391628428137,0.704436164847418,0.711514211772679,0.6610141420030935
HLM,LightGBM,1.0,2468,0,gross_errors,0.05,base,0.4732566227455991,0.4439375552260295,0.197080552940064,0.3576780554363432,0.6912735964229682,0.7026611761938425,0.6462826756500729
HLM,LightGBM,1.0,2468,1,gross_errors,0.05,base,0.4795192182623861,0.4412906168887361,0.1947374085540412,0.35462946710485,0.6968877258720695,0.7013180768605725,0.6540571720965328
